pair,family,condition,identifiable,method,truth,prediction,correct,abstain
231,human_override,non_identifiable,0,causal,operator,developer,0,0
231,human_override,non_identifiable,0,rule,operator,provider,0,0
231,human_override,non_identifiable,0,scm,operator,operator,1,0
231,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
231,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
231,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
231,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
231,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
231,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
232,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
232,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
232,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
232,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
232,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
232,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
232,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
232,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
232,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
232,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
233,human_override,non_identifiable,0,outcome,operator,developer,0,0
233,human_override,non_identifiable,0,causal,operator,developer,0,0
233,human_override,non_identifiable,0,rule,operator,provider,0,0
233,human_override,non_identifiable,0,scm,operator,operator,1,0
233,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
233,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
233,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
233,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
233,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
233,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
234,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
234,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
234,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
234,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
234,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
234,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
234,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
234,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
234,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
234,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
235,human_override,non_identifiable,0,outcome,operator,developer,0,0
235,human_override,non_identifiable,0,causal,operator,developer,0,0
235,human_override,non_identifiable,0,rule,operator,provider,0,0
235,human_override,non_identifiable,0,scm,operator,operator,1,0
235,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
235,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
235,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
235,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
235,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
235,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
236,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
236,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
236,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
236,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
236,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
236,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
236,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
236,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
236,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
236,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
237,human_override,non_identifiable,0,outcome,operator,developer,0,0
237,human_override,non_identifiable,0,causal,operator,developer,0,0
237,human_override,non_identifiable,0,rule,operator,provider,0,0
237,human_override,non_identifiable,0,scm,operator,operator,1,0
237,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
237,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
237,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
237,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
237,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
237,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
238,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
238,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
238,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
238,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
238,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
238,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
238,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
238,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
238,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
238,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
239,human_override,non_identifiable,0,outcome,operator,developer,0,0
239,human_override,non_identifiable,0,causal,operator,developer,0,0
239,human_override,non_identifiable,0,rule,operator,provider,0,0
239,human_override,non_identifiable,0,scm,operator,operator,1,0
239,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
239,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
239,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
239,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
239,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
239,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
240,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
240,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
240,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
240,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
240,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
240,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
240,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
240,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
240,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
240,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
241,human_override,non_identifiable,0,outcome,operator,developer,0,0
241,human_override,non_identifiable,0,causal,operator,developer,0,0
241,human_override,non_identifiable,0,rule,operator,provider,0,0
241,human_override,non_identifiable,0,scm,operator,operator,1,0
241,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
241,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
241,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
241,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
241,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
241,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
242,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
242,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
242,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
242,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
242,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
242,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
242,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
242,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
242,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
242,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
243,human_override,non_identifiable,0,outcome,operator,developer,0,0
243,human_override,non_identifiable,0,causal,operator,developer,0,0
243,human_override,non_identifiable,0,rule,operator,provider,0,0
243,human_override,non_identifiable,0,scm,operator,operator,1,0
243,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
243,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
243,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
243,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
243,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
243,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
244,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
244,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
244,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
244,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
244,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
244,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
244,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
244,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
244,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
244,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
245,human_override,non_identifiable,0,outcome,operator,developer,0,0
245,human_override,non_identifiable,0,causal,operator,developer,0,0
245,human_override,non_identifiable,0,rule,operator,provider,0,0
245,human_override,non_identifiable,0,scm,operator,operator,1,0
245,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
245,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
245,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
245,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
245,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
245,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
246,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
246,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
246,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
246,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
246,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
246,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
246,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
246,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
246,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
246,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
247,human_override,non_identifiable,0,outcome,operator,developer,0,0
247,human_override,non_identifiable,0,causal,operator,developer,0,0
247,human_override,non_identifiable,0,rule,operator,provider,0,0
247,human_override,non_identifiable,0,scm,operator,operator,1,0
247,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
247,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
247,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
247,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
247,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
247,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
248,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
248,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
248,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
248,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
248,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
248,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
248,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
248,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
248,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
248,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
249,human_override,non_identifiable,0,outcome,operator,developer,0,0
249,human_override,non_identifiable,0,causal,operator,developer,0,0
249,human_override,non_identifiable,0,rule,operator,provider,0,0
249,human_override,non_identifiable,0,scm,operator,operator,1,0
249,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
249,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
249,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
249,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
249,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
249,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
250,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
250,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
250,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
250,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
250,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
250,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
250,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
250,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
250,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
250,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
251,human_override,non_identifiable,0,outcome,operator,developer,0,0
251,human_override,non_identifiable,0,causal,operator,developer,0,0
251,human_override,non_identifiable,0,rule,operator,provider,0,0
251,human_override,non_identifiable,0,scm,operator,operator,1,0
251,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
251,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
251,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
251,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
251,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
251,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
252,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
252,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
252,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
252,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
252,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
252,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
252,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
252,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
252,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
252,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
253,human_override,non_identifiable,0,outcome,operator,developer,0,0
253,human_override,non_identifiable,0,causal,operator,developer,0,0
253,human_override,non_identifiable,0,rule,operator,provider,0,0
253,human_override,non_identifiable,0,scm,operator,operator,1,0
253,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
253,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
253,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
253,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
253,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
253,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
254,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
254,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
254,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
254,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
254,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
254,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
254,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
254,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
254,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
254,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
255,human_override,non_identifiable,0,outcome,operator,developer,0,0
255,human_override,non_identifiable,0,causal,operator,developer,0,0
255,human_override,non_identifiable,0,rule,operator,provider,0,0
255,human_override,non_identifiable,0,scm,operator,operator,1,0
255,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
255,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
255,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
255,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
255,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
255,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
256,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
256,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
256,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
256,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
256,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
256,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
256,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
256,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
256,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
256,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
257,human_override,non_identifiable,0,outcome,operator,developer,0,0
257,human_override,non_identifiable,0,causal,operator,developer,0,0
257,human_override,non_identifiable,0,rule,operator,provider,0,0
257,human_override,non_identifiable,0,scm,operator,operator,1,0
257,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
257,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
257,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
257,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
257,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
257,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
258,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
258,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
258,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
258,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
258,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
258,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
258,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
258,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
258,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
258,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
259,human_override,non_identifiable,0,outcome,operator,developer,0,0
259,human_override,non_identifiable,0,causal,operator,developer,0,0
259,human_override,non_identifiable,0,rule,operator,provider,0,0
259,human_override,non_identifiable,0,scm,operator,operator,1,0
259,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
259,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
259,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
259,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
259,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
259,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
260,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
260,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
260,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
260,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
260,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
260,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
260,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
260,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
260,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
260,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
261,human_override,non_identifiable,0,outcome,operator,developer,0,0
261,human_override,non_identifiable,0,causal,operator,developer,0,0
261,human_override,non_identifiable,0,rule,operator,provider,0,0
261,human_override,non_identifiable,0,scm,operator,operator,1,0
261,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
261,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
261,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
261,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
261,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
261,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
262,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
262,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
262,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
262,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
262,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
262,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
262,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
262,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
262,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
262,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
263,human_override,non_identifiable,0,outcome,operator,developer,0,0
263,human_override,non_identifiable,0,causal,operator,developer,0,0
263,human_override,non_identifiable,0,rule,operator,provider,0,0
263,human_override,non_identifiable,0,scm,operator,operator,1,0
263,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
263,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
263,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
263,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
263,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
263,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
264,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
264,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
264,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
264,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
264,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
264,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
264,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
264,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
264,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
264,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
265,human_override,non_identifiable,0,outcome,operator,developer,0,0
265,human_override,non_identifiable,0,causal,operator,developer,0,0
265,human_override,non_identifiable,0,rule,operator,provider,0,0
265,human_override,non_identifiable,0,scm,operator,operator,1,0
265,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
265,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
265,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
265,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
265,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
265,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
266,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
266,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
266,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
266,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
266,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
266,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
266,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
266,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
266,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
266,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
267,human_override,non_identifiable,0,outcome,operator,developer,0,0
267,human_override,non_identifiable,0,causal,operator,developer,0,0
267,human_override,non_identifiable,0,rule,operator,provider,0,0
267,human_override,non_identifiable,0,scm,operator,operator,1,0
267,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
267,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
267,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
267,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
267,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
267,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
268,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
268,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
268,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
268,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
268,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
268,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
268,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
268,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
268,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
268,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
269,human_override,non_identifiable,0,outcome,operator,developer,0,0
269,human_override,non_identifiable,0,causal,operator,developer,0,0
269,human_override,non_identifiable,0,rule,operator,provider,0,0
269,human_override,non_identifiable,0,scm,operator,operator,1,0
269,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
269,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
269,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
